eps, min_samples, average_precision, kappa_score, weighted_precision, weighted_recall, weighted_f1_score, matthews_correlation_coefficient
1.5,5.0,16.408620588210574,0.10332975248736412,0.7447096566815274,0.1640862058821057,0.15573042746012952,0.1609729085179504
2.0,5.0,8.545780064049222,0.018165631577950987,0.7238049924297333,0.08545780064049223,0.039407144552244006,0.06271011403130712
1.0,5.0,43.39418849971842,0.3933183495280141,0.6428408656930643,0.43394188499718417,0.4629174993650457,0.4238268745863583
1.0,10.0,27.160820704205232,0.21919444728278453,0.5626056737897824,0.27160820704205224,0.2740503989625573,0.27628233633377525
1.0,3.0,61.98905615654235,0.5926770871654976,0.706602002926832,0.6198905615654235,0.6296547764813852,0.6003601280097859
1.5,7.0,13.431424464785536,0.0714180825433943,0.7005570857393418,0.13431424464785538,0.10293137763778497,0.1113821375737737
1.45,7.0,14.672903480680162,0.08476584585620821,0.6959438903158035,0.14672903480680166,0.12078460718423815,0.12486403396942253
1.45,10.0,12.88423229190307,0.06542997163032348,0.6622961920149876,0.1288423229190307,0.08465514717570383,0.0960505721038758
1.43,5.0,19.45978431718654,0.13669920512723532,0.6473162983007007,0.19459784317186543,0.2000724590204482,0.17011421762890092
